experiment,instrument,family,is_selected_family,threshold,n,accuracy,precision,recall,f1,avg_precision,brier,log_loss,roc_auc,tn,fp,fn,tp
baseline,es1s,mlp,0,0.55,115.0,0.4782608695652174,0.45263157894736844,0.8431372549019608,0.589041095890411,0.44480683469727755,0.30590640382847273,0.8232085295372675,0.5091911764705882,12.0,52.0,8.0,43.0
baseline,es1s,mlp,0,0.6,115.0,0.5043478260869565,0.4634146341463415,0.7450980392156863,0.5714285714285714,0.44480683469727755,0.30590640382847273,0.8232085295372675,0.5091911764705882,20.0,44.0,13.0,38.0
baseline,es1s,mlp,0,0.65,115.0,0.48695652173913045,0.44285714285714284,0.6078431372549019,0.512396694214876,0.44480683469727755,0.30590640382847273,0.8232085295372675,0.5091911764705882,25.0,39.0,20.0,31.0
baseline,es1s,mlp,0,0.7,115.0,0.5304347826086957,0.46808510638297873,0.43137254901960786,0.4489795918367347,0.44480683469727755,0.30590640382847273,0.8232085295372675,0.5091911764705882,39.0,25.0,29.0,22.0
baseline,nq1s,logistic,0,0.5,118.0,0.4745762711864407,0.5192307692307693,0.8181818181818182,0.6352941176470588,0.506266705140553,0.4018654625092277,1.3175280396626472,0.33945221445221446,2.0,50.0,12.0,54.0
baseline,nq1s,logistic,0,0.55,118.0,0.4491525423728814,0.5050505050505051,0.7575757575757576,0.6060606060606061,0.506266705140553,0.4018654625092277,1.3175280396626472,0.33945221445221446,3.0,49.0,16.0,50.0
baseline,nq1s,logistic,0,0.6,118.0,0.423728813559322,0.48936170212765956,0.696969696969697,0.575,0.506266705140553,0.4018654625092277,1.3175280396626472,0.33945221445221446,4.0,48.0,20.0,46.0
baseline,nq1s,logistic,0,0.65,118.0,0.4067796610169492,0.4777777777777778,0.6515151515151515,0.5512820512820513,0.506266705140553,0.4018654625092277,1.3175280396626472,0.33945221445221446,5.0,47.0,23.0,43.0
baseline,nq1s,logistic,0,0.7,118.0,0.3983050847457627,0.47191011235955055,0.6363636363636364,0.5419354838709678,0.506266705140553,0.4018654625092277,1.3175280396626472,0.33945221445221446,5.0,47.0,24.0,42.0
baseline,nq1s,random_forest,0,0.5,118.0,0.3813559322033898,0.4567901234567901,0.5606060606060606,0.5034013605442177,0.4325353266934656,0.30862338969232994,0.8239739997689415,0.2907925407925408,8.0,44.0,29.0,37.0
baseline,nq1s,random_forest,0,0.55,118.0,0.3474576271186441,0.4266666666666667,0.48484848484848486,0.45390070921985815,0.4325353266934656,0.30862338969232994,0.8239739997689415,0.2907925407925408,9.0,43.0,34.0,32.0
baseline,nq1s,random_forest,0,0.6,118.0,0.3644067796610169,0.43661971830985913,0.4696969696969697,0.45255474452554745,0.4325353266934656,0.30862338969232994,0.8239739997689415,0.2907925407925408,12.0,40.0,35.0,31.0
baseline,nq1s,random_forest,0,0.65,118.0,0.3389830508474576,0.3888888888888889,0.3181818181818182,0.35,0.4325353266934656,0.30862338969232994,0.8239739997689415,0.2907925407925408,19.0,33.0,45.0,21.0
baseline,nq1s,random_forest,0,0.7,118.0,0.3220338983050847,0.25,0.10606060606060606,0.14893617021276595,0.4325353266934656,0.30862338969232994,0.8239739997689415,0.2907925407925408,31.0,21.0,59.0,7.0
baseline,nq1s,extra_trees,0,0.5,118.0,0.3474576271186441,0.4266666666666667,0.48484848484848486,0.45390070921985815,0.44604729861011494,0.319173626901776,0.840526554194878,0.3097319347319347,9.0,43.0,34.0,32.0
baseline,nq1s,extra_trees,0,0.55,118.0,0.3474576271186441,0.4266666666666667,0.48484848484848486,0.45390070921985815,0.44604729861011494,0.319173626901776,0.840526554194878,0.3097319347319347,9.0,43.0,34.0,32.0
baseline,nq1s,extra_trees,0,0.6,118.0,0.3728813559322034,0.4444444444444444,0.48484848484848486,0.463768115942029,0.44604729861011494,0.319173626901776,0.840526554194878,0.3097319347319347,12.0,40.0,34.0,32.0
baseline,nq1s,extra_trees,0,0.65,118.0,0.3559322033898305,0.40384615384615385,0.3181818181818182,0.3559322033898305,0.44604729861011494,0.319173626901776,0.840526554194878,0.3097319347319347,21.0,31.0,45.0,21.0
baseline,nq1s,extra_trees,0,0.7,118.0,0.3644067796610169,0.32,0.12121212121212122,0.17582417582417584,0.44604729861011494,0.319173626901776,0.840526554194878,0.3097319347319347,35.0,17.0,58.0,8.0
baseline,nq1s,hist_gradient_boosting,1,0.5,118.0,0.4661016949152542,0.5151515151515151,0.7727272727272727,0.6181818181818182,0.47461362533219537,0.38256336200482816,1.1679402584564258,0.37412587412587417,4.0,48.0,15.0,51.0
baseline,nq1s,hist_gradient_boosting,1,0.55,118.0,0.4745762711864407,0.5208333333333334,0.7575757575757576,0.6172839506172839,0.47461362533219537,0.38256336200482816,1.1679402584564258,0.37412587412587417,6.0,46.0,16.0,50.0
baseline,nq1s,hist_gradient_boosting,1,0.6,118.0,0.4491525423728814,0.5057471264367817,0.6666666666666666,0.5751633986928104,0.47461362533219537,0.38256336200482816,1.1679402584564258,0.37412587412587417,9.0,43.0,22.0,44.0
baseline,nq1s,hist_gradient_boosting,1,0.65,118.0,0.4322033898305085,0.49382716049382713,0.6060606060606061,0.54421768707483,0.47461362533219537,0.38256336200482816,1.1679402584564258,0.37412587412587417,11.0,41.0,26.0,40.0
baseline,nq1s,hist_gradient_boosting,1,0.7,118.0,0.4661016949152542,0.5194805194805194,0.6060606060606061,0.5594405594405595,0.47461362533219537,0.38256336200482816,1.1679402584564258,0.37412587412587417,15.0,37.0,26.0,40.0
baseline,nq1s,adaboost,0,0.5,118.0,0.5084745762711864,0.5363636363636364,0.8939393939393939,0.6704545454545454,0.5090598623406564,0.3308426942008798,0.8930582680421563,0.36101398601398604,1.0,51.0,7.0,59.0
baseline,nq1s,adaboost,0,0.55,118.0,0.3474576271186441,0.4266666666666667,0.48484848484848486,0.45390070921985815,0.5090598623406564,0.3308426942008798,0.8930582680421563,0.36101398601398604,9.0,43.0,34.0,32.0
baseline,nq1s,adaboost,0,0.6,118.0,0.3474576271186441,0.4266666666666667,0.48484848484848486,0.45390070921985815,0.5090598623406564,0.3308426942008798,0.8930582680421563,0.36101398601398604,9.0,43.0,34.0,32.0
baseline,nq1s,adaboost,0,0.65,118.0,0.3644067796610169,0.4383561643835616,0.48484848484848486,0.460431654676259,0.5090598623406564,0.3308426942008798,0.8930582680421563,0.36101398601398604,11.0,41.0,34.0,32.0
baseline,nq1s,adaboost,0,0.7,118.0,0.3728813559322034,0.4444444444444444,0.48484848484848486,0.463768115942029,0.5090598623406564,0.3308426942008798,0.8930582680421563,0.36101398601398604,12.0,40.0,34.0,32.0
baseline,nq1s,mlp,0,0.5,118.0,0.5677966101694916,0.5675675675675675,0.9545454545454546,0.711864406779661,0.5975793564674614,0.31915930433716977,0.9032541355230391,0.49796037296037293,4.0,48.0,3.0,63.0
baseline,nq1s,mlp,0,0.55,118.0,0.5423728813559322,0.5555555555555556,0.9090909090909091,0.6896551724137931,0.5975793564674614,0.31915930433716977,0.9032541355230391,0.49796037296037293,4.0,48.0,6.0,60.0
baseline,nq1s,mlp,0,0.6,118.0,0.4915254237288136,0.5306122448979592,0.7878787878787878,0.6341463414634146,0.5975793564674614,0.31915930433716977,0.9032541355230391,0.49796037296037293,6.0,46.0,14.0,52.0
baseline,nq1s,mlp,0,0.65,118.0,0.4830508474576271,0.5268817204301075,0.7424242424242424,0.6163522012578616,0.5975793564674614,0.31915930433716977,0.9032541355230391,0.49796037296037293,8.0,44.0,17.0,49.0
baseline,nq1s,mlp,0,0.7,118.0,0.5,0.5402298850574713,0.7121212121212122,0.6143790849673203,0.5975793564674614,0.31915930433716977,0.9032541355230391,0.49796037296037293,12.0,40.0,19.0,47.0
baseline,fesx1s,logistic,0,0.5,123.0,0.5447154471544715,0.6078431372549019,0.4626865671641791,0.5254237288135594,0.5855805506177083,0.3100557078706227,0.8995393928976361,0.5714285714285715,36.0,20.0,36.0,31.0
baseline,fesx1s,logistic,0,0.55,123.0,0.5284552845528455,0.5957446808510638,0.417910447761194,0.49122807017543857,0.5855805506177083,0.3100557078706227,0.8995393928976361,0.5714285714285715,37.0,19.0,39.0,28.0
baseline,fesx1s,logistic,0,0.6,123.0,0.5040650406504065,0.5789473684210527,0.3283582089552239,0.41904761904761906,0.5855805506177083,0.3100557078706227,0.8995393928976361,0.5714285714285715,40.0,16.0,45.0,22.0
baseline,fesx1s,logistic,0,0.65,123.0,0.5121951219512195,0.6060606060606061,0.29850746268656714,0.4,0.5855805506177083,0.3100557078706227,0.8995393928976361,0.5714285714285715,43.0,13.0,47.0,20.0
baseline,fesx1s,logistic,0,0.7,123.0,0.4959349593495935,0.6086956521739131,0.208955223880597,0.3111111111111111,0.5855805506177083,0.3100557078706227,0.8995393928976361,0.5714285714285715,47.0,9.0,53.0,14.0
baseline,fesx1s,random_forest,0,0.5,123.0,0.43902439024390244,0.48484848484848486,0.47761194029850745,0.48120300751879697,0.4924168142785835,0.2723019150510989,0.7397296219430723,0.3981876332622602,22.0,34.0,35.0,32.0
baseline,fesx1s,random_forest,0,0.55,123.0,0.42276422764227645,0.45,0.26865671641791045,0.3364485981308411,0.4924168142785835,0.2723019150510989,0.7397296219430723,0.3981876332622602,34.0,22.0,49.0,18.0
baseline,fesx1s,random_forest,0,0.6,123.0,0.4634146341463415,0.52,0.19402985074626866,0.2826086956521739,0.4924168142785835,0.2723019150510989,0.7397296219430723,0.3981876332622602,44.0,12.0,54.0,13.0
baseline,fesx1s,random_forest,0,0.65,123.0,0.44715447154471544,0.4666666666666667,0.1044776119402985,0.17073170731707318,0.4924168142785835,0.2723019150510989,0.7397296219430723,0.3981876332622602,48.0,8.0,60.0,7.0
baseline,fesx1s,random_forest,0,0.7,123.0,0.43089430894308944,0.2,0.014925373134328358,0.027777777777777776,0.4924168142785835,0.2723019150510989,0.7397296219430723,0.3981876332622602,52.0,4.0,66.0,1.0
baseline,fesx1s,extra_trees,1,0.5,123.0,0.42276422764227645,0.46296296296296297,0.373134328358209,0.4132231404958678,0.5301089388800678,0.28704893511734403,0.7714730251274287,0.4373667377398721,27.0,29.0,42.0,25.0
baseline,fesx1s,extra_trees,1,0.55,123.0,0.3983739837398374,0.4186046511627907,0.26865671641791045,0.32727272727272727,0.5301089388800678,0.28704893511734403,0.7714730251274287,0.4373667377398721,31.0,25.0,49.0,18.0
baseline,fesx1s,extra_trees,1,0.6,123.0,0.3902439024390244,0.39473684210526316,0.22388059701492538,0.2857142857142857,0.5301089388800678,0.28704893511734403,0.7714730251274287,0.4373667377398721,33.0,23.0,52.0,15.0
baseline,fesx1s,extra_trees,1,0.65,123.0,0.4065040650406504,0.38461538461538464,0.14925373134328357,0.21505376344086022,0.5301089388800678,0.28704893511734403,0.7714730251274287,0.4373667377398721,40.0,16.0,57.0,10.0
baseline,fesx1s,extra_trees,1,0.7,123.0,0.43089430894308944,0.42105263157894735,0.11940298507462686,0.18604651162790697,0.5301089388800678,0.28704893511734403,0.7714730251274287,0.4373667377398721,45.0,11.0,59.0,8.0
baseline,fesx1s,hist_gradient_boosting,0,0.5,123.0,0.43902439024390244,0.4857142857142857,0.5074626865671642,0.49635036496350365,0.49354295598553244,0.30891867280749513,0.821782882400309,0.36140724946695096,20.0,36.0,33.0,34.0
baseline,fesx1s,hist_gradient_boosting,0,0.55,123.0,0.3983739837398374,0.4461538461538462,0.43283582089552236,0.4393939393939394,0.49354295598553244,0.30891867280749513,0.821782882400309,0.36140724946695096,20.0,36.0,38.0,29.0
baseline,fesx1s,hist_gradient_boosting,0,0.6,123.0,0.36585365853658536,0.39622641509433965,0.31343283582089554,0.35,0.49354295598553244,0.30891867280749513,0.821782882400309,0.36140724946695096,24.0,32.0,46.0,21.0
baseline,fesx1s,hist_gradient_boosting,0,0.65,123.0,0.35772357723577236,0.34210526315789475,0.19402985074626866,0.24761904761904763,0.49354295598553244,0.30891867280749513,0.821782882400309,0.36140724946695096,31.0,25.0,54.0,13.0
baseline,fesx1s,hist_gradient_boosting,0,0.7,123.0,0.43089430894308944,0.43478260869565216,0.14925373134328357,0.2222222222222222,0.49354295598553244,0.30891867280749513,0.821782882400309,0.36140724946695096,43.0,13.0,57.0,10.0
baseline,fesx1s,adaboost,0,0.5,123.0,0.4878048780487805,0.5294117647058824,0.5373134328358209,0.5333333333333333,0.5587513457142947,0.2641819595198048,0.7236207424531209,0.49853411513859275,24.0,32.0,31.0,36.0
baseline,fesx1s,adaboost,0,0.55,123.0,0.4959349593495935,0.5396825396825397,0.5074626865671642,0.5230769230769231,0.5587513457142947,0.2641819595198048,0.7236207424531209,0.49853411513859275,27.0,29.0,33.0,34.0
baseline,fesx1s,adaboost,0,0.6,123.0,0.4959349593495935,0.5396825396825397,0.5074626865671642,0.5230769230769231,0.5587513457142947,0.2641819595198048,0.7236207424531209,0.49853411513859275,27.0,29.0,33.0,34.0
baseline,fesx1s,adaboost,0,0.65,123.0,0.5040650406504065,0.5517241379310345,0.47761194029850745,0.512,0.5587513457142947,0.2641819595198048,0.7236207424531209,0.49853411513859275,30.0,26.0,35.0,32.0
baseline,fesx1s,adaboost,0,0.7,123.0,0.45528455284552843,0.5,0.08955223880597014,0.1518987341772152,0.5587513457142947,0.2641819595198048,0.7236207424531209,0.49853411513859275,50.0,6.0,61.0,6.0
baseline,fesx1s,mlp,0,0.5,123.0,0.5121951219512195,0.5339805825242718,0.8208955223880597,0.6470588235294118,0.6309248399082928,0.263385514662213,0.7243771972229819,0.539179104477612,8.0,48.0,12.0,55.0
baseline,fesx1s,mlp,0,0.55,123.0,0.5365853658536586,0.5581395348837209,0.7164179104477612,0.6274509803921569,0.6309248399082928,0.263385514662213,0.7243771972229819,0.539179104477612,18.0,38.0,19.0,48.0
baseline,fesx1s,mlp,0,0.6,123.0,0.5203252032520326,0.5555555555555556,0.5970149253731343,0.5755395683453237,0.6309248399082928,0.263385514662213,0.7243771972229819,0.539179104477612,24.0,32.0,27.0,40.0
baseline,fesx1s,mlp,0,0.65,123.0,0.5365853658536586,0.5862068965517241,0.5074626865671642,0.544,0.6309248399082928,0.263385514662213,0.7243771972229819,0.539179104477612,32.0,24.0,33.0,34.0
baseline,fesx1s,mlp,0,0.7,123.0,0.5203252032520326,0.6052631578947368,0.34328358208955223,0.4380952380952381,0.6309248399082928,0.263385514662213,0.7243771972229819,0.539179104477612,41.0,15.0,44.0,23.0
baseline,cl1s,logistic,0,0.5,83.0,0.7228915662650602,0.8115942028985508,0.8484848484848485,0.8296296296296296,0.9190479729391369,0.18078208852886968,0.5390330494799502,0.7005347593582888,4.0,13.0,10.0,56.0
baseline,cl1s,logistic,0,0.55,83.0,0.6746987951807228,0.8,0.7878787878787878,0.7938931297709924,0.9190479729391369,0.18078208852886968,0.5390330494799502,0.7005347593582888,4.0,13.0,14.0,52.0
baseline,cl1s,logistic,0,0.6,83.0,0.6746987951807228,0.8305084745762712,0.7424242424242424,0.784,0.9190479729391369,0.18078208852886968,0.5390330494799502,0.7005347593582888,7.0,10.0,17.0,49.0
baseline,cl1s,logistic,0,0.65,83.0,0.6626506024096386,0.8518518518518519,0.696969696969697,0.7666666666666667,0.9190479729391369,0.18078208852886968,0.5390330494799502,0.7005347593582888,9.0,8.0,20.0,46.0
baseline,cl1s,logistic,0,0.7,83.0,0.5783132530120482,0.8974358974358975,0.5303030303030303,0.6666666666666666,0.9190479729391369,0.18078208852886968,0.5390330494799502,0.7005347593582888,13.0,4.0,31.0,35.0
baseline,cl1s,random_forest,1,0.5,83.0,0.7951807228915663,0.8024691358024691,0.9848484848484849,0.8843537414965986,0.8545692442522002,0.17406024503202175,0.5324455130588254,0.6007130124777184,1.0,16.0,1.0,65.0
baseline,cl1s,random_forest,1,0.55,83.0,0.7469879518072289,0.8,0.9090909090909091,0.851063829787234,0.8545692442522002,0.17406024503202175,0.5324455130588254,0.6007130124777184,2.0,15.0,6.0,60.0
baseline,cl1s,random_forest,1,0.6,83.0,0.7108433734939759,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8545692442522002,0.17406024503202175,0.5324455130588254,0.6007130124777184,5.0,12.0,12.0,54.0
baseline,cl1s,random_forest,1,0.65,83.0,0.6626506024096386,0.8275862068965517,0.7272727272727273,0.7741935483870968,0.8545692442522002,0.17406024503202175,0.5324455130588254,0.6007130124777184,7.0,10.0,18.0,48.0
baseline,cl1s,random_forest,1,0.7,83.0,0.5421686746987951,0.868421052631579,0.5,0.6346153846153846,0.8545692442522002,0.17406024503202175,0.5324455130588254,0.6007130124777184,12.0,5.0,33.0,33.0
baseline,cl1s,extra_trees,0,0.5,83.0,0.7108433734939759,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8086408034352396,0.23248578334078931,0.658008714579025,0.5704099821746881,5.0,12.0,12.0,54.0
baseline,cl1s,extra_trees,0,0.55,83.0,0.4939759036144578,0.8529411764705882,0.4393939393939394,0.58,0.8086408034352396,0.23248578334078931,0.658008714579025,0.5704099821746881,12.0,5.0,37.0,29.0
baseline,cl1s,extra_trees,0,0.6,83.0,0.20481927710843373,0.0,0.0,0.0,0.8086408034352396,0.23248578334078931,0.658008714579025,0.5704099821746881,17.0,0.0,66.0,0.0
baseline,cl1s,extra_trees,0,0.65,83.0,0.20481927710843373,0.0,0.0,0.0,0.8086408034352396,0.23248578334078931,0.658008714579025,0.5704099821746881,17.0,0.0,66.0,0.0
baseline,cl1s,extra_trees,0,0.7,83.0,0.20481927710843373,0.0,0.0,0.0,0.8086408034352396,0.23248578334078931,0.658008714579025,0.5704099821746881,17.0,0.0,66.0,0.0
baseline,cl1s,hist_gradient_boosting,0,0.5,83.0,0.7831325301204819,0.7926829268292683,0.9848484848484849,0.8783783783783784,0.8652711175370963,0.17356501616991984,0.5593413843721425,0.5962566844919786,0.0,17.0,1.0,65.0
baseline,cl1s,hist_gradient_boosting,0,0.55,83.0,0.7831325301204819,0.7926829268292683,0.9848484848484849,0.8783783783783784,0.8652711175370963,0.17356501616991984,0.5593413843721425,0.5962566844919786,0.0,17.0,1.0,65.0
baseline,cl1s,hist_gradient_boosting,0,0.6,83.0,0.7831325301204819,0.7926829268292683,0.9848484848484849,0.8783783783783784,0.8652711175370963,0.17356501616991984,0.5593413843721425,0.5962566844919786,0.0,17.0,1.0,65.0
baseline,cl1s,hist_gradient_boosting,0,0.65,83.0,0.7710843373493976,0.7901234567901234,0.9696969696969697,0.8707482993197279,0.8652711175370963,0.17356501616991984,0.5593413843721425,0.5962566844919786,0.0,17.0,2.0,64.0
baseline,cl1s,hist_gradient_boosting,0,0.7,83.0,0.7590361445783133,0.7948717948717948,0.9393939393939394,0.8611111111111112,0.8652711175370963,0.17356501616991984,0.5593413843721425,0.5962566844919786,1.0,16.0,4.0,62.0
baseline,cl1s,adaboost,0,0.5,83.0,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.828668511902003,0.16372755965670563,0.507781221810717,0.5632798573975045,0.0,17.0,0.0,66.0
baseline,cl1s,adaboost,0,0.55,83.0,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.828668511902003,0.16372755965670563,0.507781221810717,0.5632798573975045,0.0,17.0,0.0,66.0
baseline,cl1s,adaboost,0,0.6,83.0,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.828668511902003,0.16372755965670563,0.507781221810717,0.5632798573975045,0.0,17.0,0.0,66.0
baseline,cl1s,adaboost,0,0.65,83.0,0.7951807228915663,0.7951807228915663,1.0,0.8859060402684564,0.828668511902003,0.16372755965670563,0.507781221810717,0.5632798573975045,0.0,17.0,0.0,66.0
baseline,cl1s,adaboost,0,0.7,83.0,0.7349397590361446,0.782051282051282,0.9242424242424242,0.8472222222222222,0.828668511902003,0.16372755965670563,0.507781221810717,0.5632798573975045,0.0,17.0,5.0,61.0
baseline,cl1s,mlp,0,0.5,83.0,0.8313253012048193,0.8333333333333334,0.9848484848484849,0.9027777777777778,0.8575895622491079,0.1528225744488189,0.4838024082256151,0.6078431372549019,4.0,13.0,1.0,65.0
baseline,cl1s,mlp,0,0.55,83.0,0.8192771084337349,0.84,0.9545454545454546,0.8936170212765957,0.8575895622491079,0.1528225744488189,0.4838024082256151,0.6078431372549019,5.0,12.0,3.0,63.0
baseline,cl1s,mlp,0,0.6,83.0,0.7951807228915663,0.8356164383561644,0.9242424242424242,0.8776978417266187,0.8575895622491079,0.1528225744488189,0.4838024082256151,0.6078431372549019,5.0,12.0,5.0,61.0
baseline,cl1s,mlp,0,0.65,83.0,0.7951807228915663,0.8450704225352113,0.9090909090909091,0.8759124087591241,0.8575895622491079,0.1528225744488189,0.4838024082256151,0.6078431372549019,6.0,11.0,6.0,60.0
baseline,cl1s,mlp,0,0.7,83.0,0.7108433734939759,0.828125,0.803030303030303,0.8153846153846154,0.8575895622491079,0.1528225744488189,0.4838024082256151,0.6078431372549019,6.0,11.0,13.0,53.0
baseline,ho1s,logistic,0,0.5,2.0,0.0,0.0,0.0,0.0,,0.34939385308106313,0.8950613641997374,,0.0,2.0,0.0,0.0
baseline,ho1s,logistic,0,0.55,2.0,0.0,0.0,0.0,0.0,,0.34939385308106313,0.8950613641997374,,0.0,2.0,0.0,0.0
baseline,ho1s,logistic,0,0.6,2.0,0.5,0.0,0.0,0.0,,0.34939385308106313,0.8950613641997374,,1.0,1.0,0.0,0.0
baseline,ho1s,logistic,0,0.65,2.0,1.0,0.0,0.0,0.0,,0.34939385308106313,0.8950613641997374,,2.0,0.0,0.0,0.0
baseline,ho1s,logistic,0,0.7,2.0,1.0,0.0,0.0,0.0,,0.34939385308106313,0.8950613641997374,,2.0,0.0,0.0,0.0
baseline,ho1s,random_forest,0,0.5,2.0,0.0,0.0,0.0,0.0,,0.27800352083008556,0.7492181694790108,,0.0,2.0,0.0,0.0
baseline,ho1s,random_forest,0,0.55,2.0,1.0,0.0,0.0,0.0,,0.27800352083008556,0.7492181694790108,,2.0,0.0,0.0,0.0
baseline,ho1s,random_forest,0,0.6,2.0,1.0,0.0,0.0,0.0,,0.27800352083008556,0.7492181694790108,,2.0,0.0,0.0,0.0
baseline,ho1s,random_forest,0,0.65,2.0,1.0,0.0,0.0,0.0,,0.27800352083008556,0.7492181694790108,,2.0,0.0,0.0,0.0
baseline,ho1s,random_forest,0,0.7,2.0,1.0,0.0,0.0,0.0,,0.27800352083008556,0.7492181694790108,,2.0,0.0,0.0,0.0
baseline,ho1s,extra_trees,0,0.5,2.0,1.0,0.0,0.0,0.0,,0.18530056136261872,0.562934194188498,,2.0,0.0,0.0,0.0
baseline,ho1s,extra_trees,0,0.55,2.0,1.0,0.0,0.0,0.0,,0.18530056136261872,0.562934194188498,,2.0,0.0,0.0,0.0
baseline,ho1s,extra_trees,0,0.6,2.0,1.0,0.0,0.0,0.0,,0.18530056136261872,0.562934194188498,,2.0,0.0,0.0,0.0
baseline,ho1s,extra_trees,0,0.65,2.0,1.0,0.0,0.0,0.0,,0.18530056136261872,0.562934194188498,,2.0,0.0,0.0,0.0
baseline,ho1s,extra_trees,0,0.7,2.0,1.0,0.0,0.0,0.0,,0.18530056136261872,0.562934194188498,,2.0,0.0,0.0,0.0
baseline,ho1s,hist_gradient_boosting,0,0.5,2.0,0.0,0.0,0.0,0.0,,0.5927192641274993,1.4705412517681962,,0.0,2.0,0.0,0.0
baseline,ho1s,hist_gradient_boosting,0,0.55,2.0,0.0,0.0,0.0,0.0,,0.5927192641274993,1.4705412517681962,,0.0,2.0,0.0,0.0
baseline,ho1s,hist_gradient_boosting,0,0.6,2.0,0.0,0.0,0.0,0.0,,0.5927192641274993,1.4705412517681962,,0.0,2.0,0.0,0.0
baseline,ho1s,hist_gradient_boosting,0,0.65,2.0,0.0,0.0,0.0,0.0,,0.5927192641274993,1.4705412517681962,,0.0,2.0,0.0,0.0
baseline,ho1s,hist_gradient_boosting,0,0.7,2.0,0.0,0.0,0.0,0.0,,0.5927192641274993,1.4705412517681962,,0.0,2.0,0.0,0.0
baseline,ho1s,adaboost,1,0.5,2.0,1.0,0.0,0.0,0.0,,0.09669129559422673,0.37222272706307585,,2.0,0.0,0.0,0.0
baseline,ho1s,adaboost,1,0.55,2.0,1.0,0.0,0.0,0.0,,0.09669129559422673,0.37222272706307585,,2.0,0.0,0.0,0.0
baseline,ho1s,adaboost,1,0.6,2.0,1.0,0.0,0.0,0.0,,0.09669129559422673,0.37222272706307585,,2.0,0.0,0.0,0.0
baseline,ho1s,adaboost,1,0.65,2.0,1.0,0.0,0.0,0.0,,0.09669129559422673,0.37222272706307585,,2.0,0.0,0.0,0.0
baseline,ho1s,adaboost,1,0.7,2.0,1.0,0.0,0.0,0.0,,0.09669129559422673,0.37222272706307585,,2.0,0.0,0.0,0.0
baseline,ho1s,mlp,0,0.5,2.0,0.0,0.0,0.0,0.0,,0.514326859724402,1.338376326492341,,0.0,2.0,0.0,0.0
baseline,ho1s,mlp,0,0.55,2.0,0.0,0.0,0.0,0.0,,0.514326859724402,1.338376326492341,,0.0,2.0,0.0,0.0
baseline,ho1s,mlp,0,0.6,2.0,0.5,0.0,0.0,0.0,,0.514326859724402,1.338376326492341,,1.0,1.0,0.0,0.0
baseline,ho1s,mlp,0,0.65,2.0,0.5,0.0,0.0,0.0,,0.514326859724402,1.338376326492341,,1.0,1.0,0.0,0.0
baseline,ho1s,mlp,0,0.7,2.0,0.5,0.0,0.0,0.0,,0.514326859724402,1.338376326492341,,1.0,1.0,0.0,0.0
baseline,rb1s,logistic,0,0.5,123.0,0.5853658536585366,0.8536585365853658,0.4375,0.5785123966942148,0.7880632458783274,0.2647559707096715,0.743210480377621,0.6665697674418605,37.0,6.0,45.0,35.0
baseline,rb1s,logistic,0,0.55,123.0,0.5691056910569106,0.8857142857142857,0.3875,0.5391304347826087,0.7880632458783274,0.2647559707096715,0.743210480377621,0.6665697674418605,39.0,4.0,49.0,31.0
baseline,rb1s,logistic,0,0.6,123.0,0.5040650406504065,0.88,0.275,0.41904761904761906,0.7880632458783274,0.2647559707096715,0.743210480377621,0.6665697674418605,40.0,3.0,58.0,22.0
baseline,rb1s,logistic,0,0.65,123.0,0.43089430894308944,0.8571428571428571,0.15,0.2553191489361702,0.7880632458783274,0.2647559707096715,0.743210480377621,0.6665697674418605,41.0,2.0,68.0,12.0
baseline,rb1s,logistic,0,0.7,123.0,0.3821138211382114,0.75,0.075,0.13636363636363635,0.7880632458783274,0.2647559707096715,0.743210480377621,0.6665697674418605,41.0,2.0,74.0,6.0
baseline,rb1s,random_forest,0,0.5,123.0,0.6016260162601627,0.8297872340425532,0.4875,0.6141732283464567,0.7635021961966598,0.25466030834921166,0.7047477626818975,0.6348837209302325,35.0,8.0,41.0,39.0
baseline,rb1s,random_forest,0,0.55,123.0,0.44715447154471544,0.7307692307692307,0.2375,0.3584905660377358,0.7635021961966598,0.25466030834921166,0.7047477626818975,0.6348837209302325,36.0,7.0,61.0,19.0
baseline,rb1s,random_forest,0,0.6,123.0,0.35772357723577236,1.0,0.0125,0.024691358024691357,0.7635021961966598,0.25466030834921166,0.7047477626818975,0.6348837209302325,43.0,0.0,79.0,1.0
baseline,rb1s,random_forest,0,0.65,123.0,0.34959349593495936,0.0,0.0,0.0,0.7635021961966598,0.25466030834921166,0.7047477626818975,0.6348837209302325,43.0,0.0,80.0,0.0
baseline,rb1s,random_forest,0,0.7,123.0,0.34959349593495936,0.0,0.0,0.0,0.7635021961966598,0.25466030834921166,0.7047477626818975,0.6348837209302325,43.0,0.0,80.0,0.0
baseline,rb1s,extra_trees,0,0.5,123.0,0.7073170731707317,0.8548387096774194,0.6625,0.7464788732394366,0.775780580481824,0.24278454323607115,0.6796409069023712,0.6494186046511629,34.0,9.0,27.0,53.0
