experiment,instrument,family,is_selected_family,threshold,n,accuracy,precision,recall,f1,avg_precision,brier,log_loss,roc_auc,tn,fp,fn,tp
+ signal_history,si1s,hist_gradient_boosting,1,0.55,114.0,0.5175438596491229,0.4772727272727273,0.39622641509433965,0.4329896907216495,0.5342263528268171,0.2669040906181809,0.7347726340792053,0.5542839467986391,38.0,23.0,32.0,21.0
+ signal_history,si1s,hist_gradient_boosting,1,0.6,114.0,0.5,0.4411764705882353,0.2830188679245283,0.3448275862068966,0.5342263528268171,0.2669040906181809,0.7347726340792053,0.5542839467986391,42.0,19.0,38.0,15.0
+ signal_history,si1s,hist_gradient_boosting,1,0.65,114.0,0.5263157894736842,0.48148148148148145,0.24528301886792453,0.325,0.5342263528268171,0.2669040906181809,0.7347726340792053,0.5542839467986391,47.0,14.0,40.0,13.0
+ signal_history,si1s,hist_gradient_boosting,1,0.7,114.0,0.543859649122807,0.5238095238095238,0.20754716981132076,0.2972972972972973,0.5342263528268171,0.2669040906181809,0.7347726340792053,0.5542839467986391,51.0,10.0,42.0,11.0
+ signal_history,si1s,adaboost,0,0.5,114.0,0.5,0.47560975609756095,0.7358490566037735,0.5777777777777777,0.6235598671410184,0.25007414548457096,0.6943022034417167,0.6271265078874111,18.0,43.0,14.0,39.0
+ signal_history,si1s,adaboost,0,0.55,114.0,0.6140350877192983,0.576271186440678,0.6415094339622641,0.6071428571428571,0.6235598671410184,0.25007414548457096,0.6943022034417167,0.6271265078874111,36.0,25.0,19.0,34.0
+ signal_history,si1s,adaboost,0,0.6,114.0,0.631578947368421,0.6122448979591837,0.5660377358490566,0.5882352941176471,0.6235598671410184,0.25007414548457096,0.6943022034417167,0.6271265078874111,42.0,19.0,23.0,30.0
+ signal_history,si1s,adaboost,0,0.65,114.0,0.6491228070175439,0.6585365853658537,0.5094339622641509,0.574468085106383,0.6235598671410184,0.25007414548457096,0.6943022034417167,0.6271265078874111,47.0,14.0,26.0,27.0
+ signal_history,si1s,adaboost,0,0.7,114.0,0.5701754385964912,0.6428571428571429,0.16981132075471697,0.26865671641791045,0.6235598671410184,0.25007414548457096,0.6943022034417167,0.6271265078874111,56.0,5.0,44.0,9.0
+ signal_history,si1s,mlp,0,0.5,114.0,0.47368421052631576,0.4444444444444444,0.5283018867924528,0.4827586206896552,0.5263558607400209,0.2709359838111041,0.7386251635240555,0.5159294772656975,26.0,35.0,25.0,28.0
+ signal_history,si1s,mlp,0,0.55,114.0,0.4824561403508772,0.44,0.41509433962264153,0.42718446601941745,0.5263558607400209,0.2709359838111041,0.7386251635240555,0.5159294772656975,33.0,28.0,31.0,22.0
+ signal_history,si1s,mlp,0,0.6,114.0,0.4824561403508772,0.42857142857142855,0.33962264150943394,0.37894736842105264,0.5263558607400209,0.2709359838111041,0.7386251635240555,0.5159294772656975,37.0,24.0,35.0,18.0
+ signal_history,si1s,mlp,0,0.65,114.0,0.5263157894736842,0.4838709677419355,0.2830188679245283,0.35714285714285715,0.5263558607400209,0.2709359838111041,0.7386251635240555,0.5159294772656975,45.0,16.0,38.0,15.0
+ signal_history,si1s,mlp,0,0.7,114.0,0.5263157894736842,0.47619047619047616,0.18867924528301888,0.2702702702702703,0.5263558607400209,0.2709359838111041,0.7386251635240555,0.5159294772656975,50.0,11.0,43.0,10.0
+ signal_history,hg1s,logistic,1,0.5,118.0,0.5338983050847458,0.6363636363636364,0.417910447761194,0.5045045045045045,0.6875687509100279,0.27042370909110364,0.7519984635370827,0.5826748609891718,35.0,16.0,39.0,28.0
+ signal_history,hg1s,logistic,1,0.55,118.0,0.5254237288135594,0.6666666666666666,0.3283582089552239,0.44,0.6875687509100279,0.27042370909110364,0.7519984635370827,0.5826748609891718,40.0,11.0,45.0,22.0
+ signal_history,hg1s,logistic,1,0.6,118.0,0.5254237288135594,0.7619047619047619,0.23880597014925373,0.36363636363636365,0.6875687509100279,0.27042370909110364,0.7519984635370827,0.5826748609891718,46.0,5.0,51.0,16.0
+ signal_history,hg1s,logistic,1,0.65,118.0,0.5169491525423728,0.7777777777777778,0.208955223880597,0.32941176470588235,0.6875687509100279,0.27042370909110364,0.7519984635370827,0.5826748609891718,47.0,4.0,53.0,14.0
+ signal_history,hg1s,logistic,1,0.7,118.0,0.5,0.9,0.13432835820895522,0.23376623376623376,0.6875687509100279,0.27042370909110364,0.7519984635370827,0.5826748609891718,50.0,1.0,58.0,9.0
+ signal_history,hg1s,random_forest,0,0.5,118.0,0.5254237288135594,0.5774647887323944,0.6119402985074627,0.5942028985507246,0.6390770614737765,0.24708912880322442,0.6877818526135121,0.5686274509803922,21.0,30.0,26.0,41.0
+ signal_history,hg1s,random_forest,0,0.55,118.0,0.559322033898305,0.6666666666666666,0.44776119402985076,0.5357142857142857,0.6390770614737765,0.24708912880322442,0.6877818526135121,0.5686274509803922,36.0,15.0,37.0,30.0
+ signal_history,hg1s,random_forest,0,0.6,118.0,0.4915254237288136,0.7058823529411765,0.1791044776119403,0.2857142857142857,0.6390770614737765,0.24708912880322442,0.6877818526135121,0.5686274509803922,46.0,5.0,55.0,12.0
+ signal_history,hg1s,random_forest,0,0.65,118.0,0.4491525423728814,1.0,0.029850746268656716,0.057971014492753624,0.6390770614737765,0.24708912880322442,0.6877818526135121,0.5686274509803922,51.0,0.0,65.0,2.0
+ signal_history,hg1s,random_forest,0,0.7,118.0,0.4322033898305085,0.0,0.0,0.0,0.6390770614737765,0.24708912880322442,0.6877818526135121,0.5686274509803922,51.0,0.0,67.0,0.0
+ signal_history,hg1s,extra_trees,0,0.5,118.0,0.4830508474576271,0.5384615384615384,0.6268656716417911,0.5793103448275863,0.5576502786176403,0.25413707692685283,0.7015940338235728,0.47088088966930053,15.0,36.0,25.0,42.0
+ signal_history,hg1s,extra_trees,0,0.55,118.0,0.4830508474576271,0.5555555555555556,0.44776119402985076,0.49586776859504134,0.5576502786176403,0.25413707692685283,0.7015940338235728,0.47088088966930053,27.0,24.0,37.0,30.0
+ signal_history,hg1s,extra_trees,0,0.6,118.0,0.4661016949152542,0.6428571428571429,0.13432835820895522,0.2222222222222222,0.5576502786176403,0.25413707692685283,0.7015940338235728,0.47088088966930053,46.0,5.0,58.0,9.0
+ signal_history,hg1s,extra_trees,0,0.65,118.0,0.4322033898305085,0.0,0.0,0.0,0.5576502786176403,0.25413707692685283,0.7015940338235728,0.47088088966930053,51.0,0.0,67.0,0.0
+ signal_history,hg1s,extra_trees,0,0.7,118.0,0.4322033898305085,0.0,0.0,0.0,0.5576502786176403,0.25413707692685283,0.7015940338235728,0.47088088966930053,51.0,0.0,67.0,0.0
+ signal_history,hg1s,hist_gradient_boosting,0,0.5,118.0,0.559322033898305,0.5903614457831325,0.7313432835820896,0.6533333333333333,0.5650380280692305,0.28059017074193005,0.7857269381573155,0.50804799531753,17.0,34.0,18.0,49.0
+ signal_history,hg1s,hist_gradient_boosting,0,0.55,118.0,0.5338983050847458,0.581081081081081,0.6417910447761194,0.6099290780141844,0.5650380280692305,0.28059017074193005,0.7857269381573155,0.50804799531753,20.0,31.0,24.0,43.0
+ signal_history,hg1s,hist_gradient_boosting,0,0.6,118.0,0.5338983050847458,0.5909090909090909,0.582089552238806,0.5864661654135338,0.5650380280692305,0.28059017074193005,0.7857269381573155,0.50804799531753,24.0,27.0,28.0,39.0
+ signal_history,hg1s,hist_gradient_boosting,0,0.65,118.0,0.5254237288135594,0.5901639344262295,0.5373134328358209,0.5625,0.5650380280692305,0.28059017074193005,0.7857269381573155,0.50804799531753,26.0,25.0,31.0,36.0
+ signal_history,hg1s,hist_gradient_boosting,0,0.7,118.0,0.5084745762711864,0.5882352941176471,0.44776119402985076,0.5084745762711864,0.5650380280692305,0.28059017074193005,0.7857269381573155,0.50804799531753,30.0,21.0,37.0,30.0
+ signal_history,hg1s,adaboost,0,0.5,118.0,0.5847457627118644,0.5957446808510638,0.835820895522388,0.6956521739130435,0.7497124910906776,0.23608646566253236,0.6653305352912606,0.6660813579163009,13.0,38.0,11.0,56.0
+ signal_history,hg1s,adaboost,0,0.55,118.0,0.576271186440678,0.6164383561643836,0.6716417910447762,0.6428571428571429,0.7497124910906776,0.23608646566253236,0.6653305352912606,0.6660813579163009,23.0,28.0,22.0,45.0
+ signal_history,hg1s,adaboost,0,0.6,118.0,0.5847457627118644,0.8214285714285714,0.34328358208955223,0.4842105263157895,0.7497124910906776,0.23608646566253236,0.6653305352912606,0.6660813579163009,46.0,5.0,44.0,23.0
+ signal_history,hg1s,adaboost,0,0.65,118.0,0.559322033898305,0.8947368421052632,0.2537313432835821,0.3953488372093023,0.7497124910906776,0.23608646566253236,0.6653305352912606,0.6660813579163009,49.0,2.0,50.0,17.0
+ signal_history,hg1s,adaboost,0,0.7,118.0,0.4406779661016949,1.0,0.014925373134328358,0.029411764705882353,0.7497124910906776,0.23608646566253236,0.6653305352912606,0.6660813579163009,51.0,0.0,66.0,1.0
+ signal_history,hg1s,mlp,0,0.5,118.0,0.559322033898305,0.6027397260273972,0.6567164179104478,0.6285714285714286,0.6107705600306856,0.2614502843515852,0.7256963300246471,0.5539947322212468,22.0,29.0,23.0,44.0
+ signal_history,hg1s,mlp,0,0.55,118.0,0.5338983050847458,0.5909090909090909,0.582089552238806,0.5864661654135338,0.6107705600306856,0.2614502843515852,0.7256963300246471,0.5539947322212468,24.0,27.0,28.0,39.0
+ signal_history,hg1s,mlp,0,0.6,118.0,0.5169491525423728,0.5833333333333334,0.5223880597014925,0.5511811023622047,0.6107705600306856,0.2614502843515852,0.7256963300246471,0.5539947322212468,26.0,25.0,32.0,35.0
+ signal_history,hg1s,mlp,0,0.65,118.0,0.4915254237288136,0.5777777777777777,0.3880597014925373,0.4642857142857143,0.6107705600306856,0.2614502843515852,0.7256963300246471,0.5539947322212468,32.0,19.0,41.0,26.0
+ signal_history,hg1s,mlp,0,0.7,118.0,0.4830508474576271,0.6,0.26865671641791045,0.3711340206185567,0.6107705600306856,0.2614502843515852,0.7256963300246471,0.5539947322212468,39.0,12.0,49.0,18.0
+ signal_history,pl1s,logistic,0,0.5,99.0,0.5050505050505051,0.75,0.2542372881355932,0.379746835443038,0.7590429752743377,0.32590764445604165,0.9383639363186705,0.701271186440678,35.0,5.0,44.0,15.0
+ signal_history,pl1s,logistic,0,0.55,99.0,0.48484848484848486,0.75,0.2033898305084746,0.32,0.7590429752743377,0.32590764445604165,0.9383639363186705,0.701271186440678,36.0,4.0,47.0,12.0
+ signal_history,pl1s,logistic,0,0.6,99.0,0.47474747474747475,0.7333333333333333,0.1864406779661017,0.2972972972972973,0.7590429752743377,0.32590764445604165,0.9383639363186705,0.701271186440678,36.0,4.0,48.0,11.0
+ signal_history,pl1s,logistic,0,0.65,99.0,0.48484848484848486,0.8333333333333334,0.1694915254237288,0.28169014084507044,0.7590429752743377,0.32590764445604165,0.9383639363186705,0.701271186440678,38.0,2.0,49.0,10.0
+ signal_history,pl1s,logistic,0,0.7,99.0,0.47474747474747475,0.8888888888888888,0.13559322033898305,0.23529411764705882,0.7590429752743377,0.32590764445604165,0.9383639363186705,0.701271186440678,39.0,1.0,51.0,8.0
+ signal_history,pl1s,random_forest,0,0.5,99.0,0.48484848484848486,0.5769230769230769,0.5084745762711864,0.5405405405405406,0.6424710492253369,0.251169033929899,0.6954903957610561,0.5067796610169492,18.0,22.0,29.0,30.0
+ signal_history,pl1s,random_forest,0,0.55,99.0,0.47474747474747475,0.6666666666666666,0.23728813559322035,0.35,0.6424710492253369,0.251169033929899,0.6954903957610561,0.5067796610169492,33.0,7.0,45.0,14.0
+ signal_history,pl1s,random_forest,0,0.6,99.0,0.42424242424242425,0.75,0.05084745762711865,0.09523809523809523,0.6424710492253369,0.251169033929899,0.6954903957610561,0.5067796610169492,39.0,1.0,56.0,3.0
+ signal_history,pl1s,random_forest,0,0.65,99.0,0.40404040404040403,0.0,0.0,0.0,0.6424710492253369,0.251169033929899,0.6954903957610561,0.5067796610169492,40.0,0.0,59.0,0.0
+ signal_history,pl1s,random_forest,0,0.7,99.0,0.40404040404040403,0.0,0.0,0.0,0.6424710492253369,0.251169033929899,0.6954903957610561,0.5067796610169492,40.0,0.0,59.0,0.0
+ signal_history,pl1s,extra_trees,1,0.5,99.0,0.47474747474747475,0.5686274509803921,0.4915254237288136,0.5272727272727272,0.6487757447000583,0.25354972584525476,0.7004481544839521,0.48474576271186437,18.0,22.0,30.0,29.0
+ signal_history,pl1s,extra_trees,1,0.55,99.0,0.46464646464646464,0.75,0.15254237288135594,0.2535211267605634,0.6487757447000583,0.25354972584525476,0.7004481544839521,0.48474576271186437,37.0,3.0,50.0,9.0
+ signal_history,pl1s,extra_trees,1,0.6,99.0,0.4444444444444444,1.0,0.06779661016949153,0.12698412698412698,0.6487757447000583,0.25354972584525476,0.7004481544839521,0.48474576271186437,40.0,0.0,55.0,4.0
+ signal_history,pl1s,extra_trees,1,0.65,99.0,0.40404040404040403,0.0,0.0,0.0,0.6487757447000583,0.25354972584525476,0.7004481544839521,0.48474576271186437,40.0,0.0,59.0,0.0
+ signal_history,pl1s,extra_trees,1,0.7,99.0,0.40404040404040403,0.0,0.0,0.0,0.6487757447000583,0.25354972584525476,0.7004481544839521,0.48474576271186437,40.0,0.0,59.0,0.0
+ signal_history,pl1s,hist_gradient_boosting,0,0.5,99.0,0.5555555555555556,0.6190476190476191,0.6610169491525424,0.639344262295082,0.6790577396042777,0.24160664788695593,0.6766878067263248,0.5961864406779661,16.0,24.0,20.0,39.0
+ signal_history,pl1s,hist_gradient_boosting,0,0.55,99.0,0.5555555555555556,0.6530612244897959,0.5423728813559322,0.5925925925925926,0.6790577396042777,0.24160664788695593,0.6766878067263248,0.5961864406779661,23.0,17.0,27.0,32.0
+ signal_history,pl1s,hist_gradient_boosting,0,0.6,99.0,0.5454545454545454,0.71875,0.3898305084745763,0.5054945054945055,0.6790577396042777,0.24160664788695593,0.6766878067263248,0.5961864406779661,31.0,9.0,36.0,23.0
+ signal_history,pl1s,hist_gradient_boosting,0,0.65,99.0,0.5252525252525253,0.7727272727272727,0.288135593220339,0.41975308641975306,0.6790577396042777,0.24160664788695593,0.6766878067263248,0.5961864406779661,35.0,5.0,42.0,17.0
+ signal_history,pl1s,hist_gradient_boosting,0,0.7,99.0,0.4444444444444444,0.6666666666666666,0.13559322033898305,0.22535211267605634,0.6790577396042777,0.24160664788695593,0.6766878067263248,0.5961864406779661,36.0,4.0,51.0,8.0
+ signal_history,pl1s,adaboost,0,0.5,99.0,0.5555555555555556,0.5842696629213483,0.8813559322033898,0.7027027027027027,0.6031015960113141,0.254495798634166,0.7036560663380549,0.47563559322033894,3.0,37.0,7.0,52.0
+ signal_history,pl1s,adaboost,0,0.55,99.0,0.5757575757575758,0.6197183098591549,0.7457627118644068,0.676923076923077,0.6031015960113141,0.254495798634166,0.7036560663380549,0.47563559322033894,13.0,27.0,15.0,44.0
+ signal_history,pl1s,adaboost,0,0.6,99.0,0.47474747474747475,0.5714285714285714,0.4745762711864407,0.5185185185185185,0.6031015960113141,0.254495798634166,0.7036560663380549,0.47563559322033894,19.0,21.0,31.0,28.0
+ signal_history,pl1s,adaboost,0,0.65,99.0,0.3838383838383838,0.4666666666666667,0.23728813559322035,0.3146067415730337,0.6031015960113141,0.254495798634166,0.7036560663380549,0.47563559322033894,24.0,16.0,45.0,14.0
+ signal_history,pl1s,adaboost,0,0.7,99.0,0.42424242424242425,0.6666666666666666,0.06779661016949153,0.12307692307692308,0.6031015960113141,0.254495798634166,0.7036560663380549,0.47563559322033894,38.0,2.0,55.0,4.0
+ signal_history,pl1s,mlp,0,0.5,99.0,0.5252525252525253,0.625,0.5084745762711864,0.5607476635514018,0.6667935905844992,0.2543326219388931,0.7028172414042072,0.5699152542372881,22.0,18.0,29.0,30.0
+ signal_history,pl1s,mlp,0,0.55,99.0,0.46464646464646464,0.6,0.3050847457627119,0.4044943820224719,0.6667935905844992,0.2543326219388931,0.7028172414042072,0.5699152542372881,28.0,12.0,41.0,18.0
+ signal_history,pl1s,mlp,0,0.6,99.0,0.47474747474747475,0.64,0.2711864406779661,0.38095238095238093,0.6667935905844992,0.2543326219388931,0.7028172414042072,0.5699152542372881,31.0,9.0,43.0,16.0
+ signal_history,pl1s,mlp,0,0.65,99.0,0.48484848484848486,0.7857142857142857,0.1864406779661017,0.3013698630136986,0.6667935905844992,0.2543326219388931,0.7028172414042072,0.5699152542372881,37.0,3.0,48.0,11.0
+ signal_history,pl1s,mlp,0,0.7,99.0,0.43434343434343436,0.8,0.06779661016949153,0.125,0.6667935905844992,0.2543326219388931,0.7028172414042072,0.5699152542372881,39.0,1.0,55.0,4.0
+ vol_stress,es1s,logistic,0,0.5,115.0,0.3826086956521739,0.3958333333333333,0.7450980392156863,0.5170068027210885,0.4261295486411655,0.42960367516628006,1.260117333144198,0.4077818627450981,6.0,58.0,13.0,38.0
+ vol_stress,es1s,logistic,0,0.55,115.0,0.3826086956521739,0.3958333333333333,0.7450980392156863,0.5170068027210885,0.4261295486411655,0.42960367516628006,1.260117333144198,0.4077818627450981,6.0,58.0,13.0,38.0
+ vol_stress,es1s,logistic,0,0.6,115.0,0.3739130434782609,0.38461538461538464,0.6862745098039216,0.49295774647887325,0.4261295486411655,0.42960367516628006,1.260117333144198,0.4077818627450981,8.0,56.0,16.0,35.0
+ vol_stress,es1s,logistic,0,0.65,115.0,0.3826086956521739,0.38636363636363635,0.6666666666666666,0.4892086330935252,0.4261295486411655,0.42960367516628006,1.260117333144198,0.4077818627450981,10.0,54.0,17.0,34.0
+ vol_stress,es1s,logistic,0,0.7,115.0,0.43478260869565216,0.40789473684210525,0.6078431372549019,0.4881889763779528,0.4261295486411655,0.42960367516628006,1.260117333144198,0.4077818627450981,19.0,45.0,20.0,31.0
+ vol_stress,es1s,random_forest,0,0.5,115.0,0.40869565217391307,0.41904761904761906,0.8627450980392157,0.5641025641025641,0.43427765926104367,0.28560691461403026,0.7667296193032251,0.41145833333333337,3.0,61.0,7.0,44.0
+ vol_stress,es1s,random_forest,0,0.55,115.0,0.3652173913043478,0.3804347826086957,0.6862745098039216,0.48951048951048953,0.43427765926104367,0.28560691461403026,0.7667296193032251,0.41145833333333337,7.0,57.0,16.0,35.0
+ vol_stress,es1s,random_forest,0,0.6,115.0,0.43478260869565216,0.390625,0.49019607843137253,0.43478260869565216,0.43427765926104367,0.28560691461403026,0.7667296193032251,0.41145833333333337,25.0,39.0,26.0,25.0
+ vol_stress,es1s,random_forest,0,0.65,115.0,0.5130434782608696,0.41379310344827586,0.23529411764705882,0.3,0.43427765926104367,0.28560691461403026,0.7667296193032251,0.41145833333333337,47.0,17.0,39.0,12.0
+ vol_stress,es1s,random_forest,0,0.7,115.0,0.5652173913043478,0.6666666666666666,0.0392156862745098,0.07407407407407407,0.43427765926104367,0.28560691461403026,0.7667296193032251,0.41145833333333337,63.0,1.0,49.0,2.0
+ vol_stress,es1s,extra_trees,0,0.5,115.0,0.3565217391304348,0.37362637362637363,0.6666666666666666,0.4788732394366197,0.5267596569032008,0.27727500623158674,0.7482691595359814,0.4675245098039216,7.0,57.0,17.0,34.0
+ vol_stress,es1s,extra_trees,0,0.55,115.0,0.40869565217391307,0.39759036144578314,0.6470588235294118,0.4925373134328358,0.5267596569032008,0.27727500623158674,0.7482691595359814,0.4675245098039216,14.0,50.0,18.0,33.0
+ vol_stress,es1s,extra_trees,0,0.6,115.0,0.6086956521739131,0.6875,0.21568627450980393,0.3283582089552239,0.5267596569032008,0.27727500623158674,0.7482691595359814,0.4675245098039216,59.0,5.0,40.0,11.0
+ vol_stress,es1s,extra_trees,0,0.65,115.0,0.5565217391304348,0.0,0.0,0.0,0.5267596569032008,0.27727500623158674,0.7482691595359814,0.4675245098039216,64.0,0.0,51.0,0.0
+ vol_stress,es1s,extra_trees,0,0.7,115.0,0.5565217391304348,0.0,0.0,0.0,0.5267596569032008,0.27727500623158674,0.7482691595359814,0.4675245098039216,64.0,0.0,51.0,0.0
+ vol_stress,es1s,hist_gradient_boosting,0,0.5,115.0,0.40869565217391307,0.4174757281553398,0.8431372549019608,0.5584415584415584,0.42418010747294604,0.36573095935987965,0.9751941249050173,0.3799019607843137,4.0,60.0,8.0,43.0
+ vol_stress,es1s,hist_gradient_boosting,0,0.55,115.0,0.391304347826087,0.4020618556701031,0.7647058823529411,0.527027027027027,0.42418010747294604,0.36573095935987965,0.9751941249050173,0.3799019607843137,6.0,58.0,12.0,39.0
+ vol_stress,es1s,hist_gradient_boosting,0,0.6,115.0,0.3217391304347826,0.3448275862068966,0.5882352941176471,0.43478260869565216,0.42418010747294604,0.36573095935987965,0.9751941249050173,0.3799019607843137,7.0,57.0,21.0,30.0
+ vol_stress,es1s,hist_gradient_boosting,0,0.65,115.0,0.33043478260869563,0.32894736842105265,0.49019607843137253,0.3937007874015748,0.42418010747294604,0.36573095935987965,0.9751941249050173,0.3799019607843137,13.0,51.0,26.0,25.0
+ vol_stress,es1s,hist_gradient_boosting,0,0.7,115.0,0.3739130434782609,0.3333333333333333,0.4117647058823529,0.3684210526315789,0.42418010747294604,0.36573095935987965,0.9751941249050173,0.3799019607843137,22.0,42.0,30.0,21.0
+ vol_stress,es1s,adaboost,1,0.5,115.0,0.40869565217391307,0.42342342342342343,0.9215686274509803,0.5802469135802469,0.5110138683028709,0.3083196222986179,0.8164925218940685,0.47977941176470584,0.0,64.0,4.0,47.0
+ vol_stress,es1s,adaboost,1,0.55,115.0,0.391304347826087,0.40404040404040403,0.7843137254901961,0.5333333333333333,0.5110138683028709,0.3083196222986179,0.8164925218940685,0.47977941176470584,5.0,59.0,11.0,40.0
+ vol_stress,es1s,adaboost,1,0.6,115.0,0.3565217391304348,0.37362637362637363,0.6666666666666666,0.4788732394366197,0.5110138683028709,0.3083196222986179,0.8164925218940685,0.47977941176470584,7.0,57.0,17.0,34.0
+ vol_stress,es1s,adaboost,1,0.65,115.0,0.3826086956521739,0.38636363636363635,0.6666666666666666,0.4892086330935252,0.5110138683028709,0.3083196222986179,0.8164925218940685,0.47977941176470584,10.0,54.0,17.0,34.0
+ vol_stress,es1s,adaboost,1,0.7,115.0,0.6086956521739131,0.6666666666666666,0.23529411764705882,0.34782608695652173,0.5110138683028709,0.3083196222986179,0.8164925218940685,0.47977941176470584,58.0,6.0,39.0,12.0
+ vol_stress,es1s,mlp,0,0.5,115.0,0.4,0.4117647058823529,0.8235294117647058,0.5490196078431373,0.4550047989103189,0.4043529586700354,1.1472660792843397,0.4751838235294118,4.0,60.0,9.0,42.0
+ vol_stress,es1s,mlp,0,0.55,115.0,0.41739130434782606,0.42,0.8235294117647058,0.5562913907284768,0.4550047989103189,0.4043529586700354,1.1472660792843397,0.4751838235294118,6.0,58.0,9.0,42.0
+ vol_stress,es1s,mlp,0,0.6,115.0,0.4260869565217391,0.41935483870967744,0.7647058823529411,0.5416666666666666,0.4550047989103189,0.4043529586700354,1.1472660792843397,0.4751838235294118,10.0,54.0,12.0,39.0
+ vol_stress,es1s,mlp,0,0.65,115.0,0.46956521739130436,0.4431818181818182,0.7647058823529411,0.5611510791366906,0.4550047989103189,0.4043529586700354,1.1472660792843397,0.4751838235294118,15.0,49.0,12.0,39.0
+ vol_stress,es1s,mlp,0,0.7,115.0,0.5043478260869565,0.4634146341463415,0.7450980392156863,0.5714285714285714,0.4550047989103189,0.4043529586700354,1.1472660792843397,0.4751838235294118,20.0,44.0,13.0,38.0
+ vol_stress,nq1s,logistic,0,0.5,118.0,0.4576271186440678,0.5102040816326531,0.7575757575757576,0.6097560975609756,0.4957377715070892,0.3700274471569182,1.0528624939884106,0.3210955710955711,4.0,48.0,16.0,50.0
+ vol_stress,nq1s,logistic,0,0.55,118.0,0.423728813559322,0.48936170212765956,0.696969696969697,0.575,0.4957377715070892,0.3700274471569182,1.0528624939884106,0.3210955710955711,4.0,48.0,20.0,46.0
+ vol_stress,nq1s,logistic,0,0.6,118.0,0.3728813559322034,0.45454545454545453,0.6060606060606061,0.5194805194805194,0.4957377715070892,0.3700274471569182,1.0528624939884106,0.3210955710955711,4.0,48.0,26.0,40.0
+ vol_stress,nq1s,logistic,0,0.65,118.0,0.3728813559322034,0.45,0.5454545454545454,0.4931506849315068,0.4957377715070892,0.3700274471569182,1.0528624939884106,0.3210955710955711,8.0,44.0,30.0,36.0
+ vol_stress,nq1s,logistic,0,0.7,118.0,0.3474576271186441,0.4225352112676056,0.45454545454545453,0.43795620437956206,0.4957377715070892,0.3700274471569182,1.0528624939884106,0.3210955710955711,11.0,41.0,36.0,30.0
+ vol_stress,nq1s,random_forest,0,0.5,118.0,0.4915254237288136,0.5294117647058824,0.8181818181818182,0.6428571428571429,0.44761763699013485,0.2892001957201548,0.782559731621124,0.3210955710955711,4.0,48.0,12.0,54.0
+ vol_stress,nq1s,random_forest,0,0.55,118.0,0.4830508474576271,0.5257731958762887,0.7727272727272727,0.6257668711656442,0.44761763699013485,0.2892001957201548,0.782559731621124,0.3210955710955711,6.0,46.0,15.0,51.0
+ vol_stress,nq1s,random_forest,0,0.6,118.0,0.3644067796610169,0.43478260869565216,0.45454545454545453,0.4444444444444444,0.44761763699013485,0.2892001957201548,0.782559731621124,0.3210955710955711,13.0,39.0,36.0,30.0
+ vol_stress,nq1s,random_forest,0,0.65,118.0,0.3644067796610169,0.41509433962264153,0.3333333333333333,0.3697478991596639,0.44761763699013485,0.2892001957201548,0.782559731621124,0.3210955710955711,21.0,31.0,44.0,22.0
+ vol_stress,nq1s,random_forest,0,0.7,118.0,0.3644067796610169,0.36363636363636365,0.18181818181818182,0.24242424242424243,0.44761763699013485,0.2892001957201548,0.782559731621124,0.3210955710955711,31.0,21.0,54.0,12.0
+ vol_stress,nq1s,extra_trees,0,0.5,118.0,0.3474576271186441,0.4266666666666667,0.48484848484848486,0.45390070921985815,0.4478149786925178,0.3040314139570117,0.8075146090439415,0.3068181818181818,9.0,43.0,34.0,32.0
+ vol_stress,nq1s,extra_trees,0,0.55,118.0,0.3474576271186441,0.4266666666666667,0.48484848484848486,0.45390070921985815,0.4478149786925178,0.3040314139570117,0.8075146090439415,0.3068181818181818,9.0,43.0,34.0,32.0
+ vol_stress,nq1s,extra_trees,0,0.6,118.0,0.3644067796610169,0.43661971830985913,0.4696969696969697,0.45255474452554745,0.4478149786925178,0.3040314139570117,0.8075146090439415,0.3068181818181818,12.0,40.0,35.0,31.0
+ vol_stress,nq1s,extra_trees,0,0.65,118.0,0.3559322033898305,0.4074074074074074,0.3333333333333333,0.36666666666666664,0.4478149786925178,0.3040314139570117,0.8075146090439415,0.3068181818181818,20.0,32.0,44.0,22.0
+ vol_stress,nq1s,extra_trees,0,0.7,118.0,0.4067796610169492,0.3888888888888889,0.10606060606060606,0.16666666666666666,0.4478149786925178,0.3040314139570117,0.8075146090439415,0.3068181818181818,41.0,11.0,59.0,7.0
+ vol_stress,nq1s,hist_gradient_boosting,1,0.5,118.0,0.5169491525423728,0.5436893203883495,0.8484848484848485,0.6627218934911243,0.5315250891294533,0.343904779755902,1.0277199038319154,0.4335664335664335,5.0,47.0,10.0,56.0
+ vol_stress,nq1s,hist_gradient_boosting,1,0.55,118.0,0.5169491525423728,0.5445544554455446,0.8333333333333334,0.6586826347305389,0.5315250891294533,0.343904779755902,1.0277199038319154,0.4335664335664335,6.0,46.0,11.0,55.0
